station_id
US1CAAL0001
US1CAAL0002
US1CAAL0003
US1CAAL0004
US1CAAL0006
US1CAAL0007
US1CAAL0008
US1CAAL0011
US1CAAL0012
US1CAAL0015
US1CAAL0016
US1CAAL0017
US1CAAL0018
US1CAAL0020
US1CAAL0022
US1CAAL0024
US1CAAL0025
US1CAAL0030
US1CAAL0031
US1CAAL0032
US1CAAL0033
US1CAAL0034
US1CAAL0035
US1CAAL0039
US1CAAL0045
US1CAAL0050
US1CAAL0052
US1CAAL0053
US1CAAL0060
US1CAAL0063
US1CAAL0064
US1CAAL0065
US1CAAM0002
US1CAAM0003
US1CAAM0004
US1CAAM0005
US1CAAM0006
US1CAAM0007
US1CAAM0009
US1CAAM0010
US1CAAM0011
US1CAAM0013
US1CAAM0014
US1CAAM0015
US1CAAM0016
US1CAAM0017
US1CAAM0018
US1CAAM0019
US1CABT0002
US1CABT0003
US1CABT0005
US1CABT0007
US1CABT0008
US1CABT0009
US1CABT0010
US1CABT0011
US1CABT0012
US1CABT0013
US1CABT0015
US1CABT0016
US1CABT0017
US1CABT0018
US1CABT0019
US1CABT0023
US1CABT0026
US1CABT0032
US1CABT0033
US1CABT0042
US1CABT0044
US1CACC0001
US1CACC0003
US1CACC0004
US1CACC0006
US1CACC0007
US1CACC0008
US1CACC0010
US1CACC0011
US1CACC0012
US1CACC0013
US1CACC0014
US1CACC0016
US1CACC0018
US1CACC0019
US1CACC0021
US1CACC0025
US1CACC0027
US1CACC0028
US1CACC0031
US1CACC0033
US1CACC0035
US1CACC0036
US1CACC0037
US1CACC0040
US1CACC0041
US1CACC0043
US1CACC0045
US1CACC0046
US1CACC0047
US1CACC0050
US1CACC0051
US1CACC0052
US1CACC0053
US1CACC0055
US1CACL0001
US1CACV0002
US1CACV0004
US1CACV0006
US1CACV0008
US1CACV0011
US1CACV0012
US1CACV0014
US1CACV0015
US1CADN0001
US1CADN0003
US1CADN0005
US1CADN0006
US1CADN0007
US1CADN0008
US1CADN0009
US1CADN0011
US1CADN0012
US1CADN0013
US1CADN0015
US1CADN0016
US1CADN0017
US1CADN0021
US1CADN0027
US1CADN0028
US1CAED0001
US1CAED0002
US1CAED0003
US1CAED0006
US1CAED0007
US1CAED0010
US1CAED0011
US1CAED0012
US1CAED0014
US1CAED0017
US1CAED0018
US1CAED0020
US1CAED0021
US1CAED0023
US1CAED0027
US1CAED0029
US1CAED0032
US1CAED0033
US1CAED0035
US1CAED0036
US1CAED0037
US1CAFR0001
US1CAFR0002
US1CAFR0003
US1CAFR0005
US1CAFR0006
US1CAFR0007
US1CAFR0008
US1CAFR0009
US1CAFR0013
US1CAFR0014
US1CAFR0016
US1CAFR0020
US1CAFR0021
US1CAFR0022
US1CAFR0025
US1CAFR0026
US1CAFR0027
US1CAFR0028
US1CAFR0030
US1CAFR0031
US1CAFR0033
US1CAFR0034
US1CAFR0035
US1CAFR0036
US1CAHM0001
US1CAHM0002
US1CAHM0003
US1CAHM0004
US1CAHM0005
US1CAHM0006
US1CAHM0007
US1CAHM0009
US1CAHM0010
US1CAHM0011
US1CAHM0012
US1CAHM0013
US1CAHM0014
US1CAHM0016
US1CAHM0018
US1CAHM0019
US1CAHM0020
US1CAHM0021
US1CAHM0022
US1CAHM0024
US1CAHM0025
US1CAHM0026
US1CAHM0027
US1CAHM0029
US1CAHM0030
US1CAHM0031
US1CAHM0032
US1CAHM0033
US1CAHM0034
US1CAHM0035
US1CAHM0036
